instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,type_of_day,hr
956,2011-02-12,1,0,2,0,6,0,1,9.02,10.605,41.0,16.997899999999998,13,71,84,,10.0
957,2011-02-12,1,0,2,0,6,0,1,12.299999999999999,13.635,28.000000000000004,22.0028,30,84,114,,11.0
958,2011-02-12,1,0,2,0,6,0,1,12.299999999999999,13.635,39.0,31.0009,27,93,120,,12.0
959,2011-02-12,1,0,2,0,6,0,1,12.299999999999999,13.635,39.0,27.999299999999998,32,103,135,,13.0
960,2011-02-12,1,0,2,0,6,0,1,13.940000000000001,15.909999999999998,31.0,19.0012,30,90,120,,14.0
961,2011-02-12,1,0,2,0,6,0,1,13.940000000000001,15.15,28.999999999999996,27.999299999999998,47,127,174,,15.0
962,2011-02-12,1,0,2,0,6,0,1,13.940000000000001,15.15,28.999999999999996,27.999299999999998,42,103,145,,16.0
963,2011-02-12,1,0,2,0,6,0,1,13.120000000000001,14.395,31.0,35.0008,24,113,137,,17.0
964,2011-02-12,1,0,2,0,6,0,1,11.48,12.879999999999999,38.0,22.0028,4,60,64,,18.0
965,2011-02-12,1,0,2,0,6,0,1,11.48,13.635,38.0,11.0014,2,39,41,,19.0
966,2011-02-12,1,0,2,0,6,0,1,10.66,12.879999999999999,41.0,15.001299999999999,1,39,40,,20.0
967,2011-02-12,1,0,2,0,6,0,1,10.66,15.15,41.0,0.0,9,42,51,,21.0
968,2011-02-12,1,0,2,0,6,0,1,9.84,12.879999999999999,44.0,6.0032,6,39,45,,22.0
969,2011-02-12,1,0,2,0,6,0,1,9.02,11.365,51.0,8.9981,1,31,32,,23.0
970,2011-02-13,1,0,2,0,0,0,1,8.200000000000001,11.365,64.0,7.0015,5,34,39,,0.0
971,2011-02-13,1,0,2,0,0,0,1,8.200000000000001,11.365,59.0,6.0032,1,23,24,,1.0
972,2011-02-13,1,0,2,0,0,0,2,8.200000000000001,11.365,75.0,6.0032,1,19,20,,2.0
973,2011-02-13,1,0,2,0,0,0,2,8.200000000000001,11.365,69.0,7.0015,4,8,12,,3.0
974,2011-02-13,1,0,2,0,0,0,2,8.200000000000001,10.605,69.0,11.0014,0,2,2,,4.0
975,2011-02-13,1,0,2,0,0,0,2,8.200000000000001,10.605,69.0,8.9981,2,3,5,,6.0
976,2011-02-13,1,0,2,0,0,0,2,9.02,13.635,55.00000000000001,0.0,0,3,3,,7.0
977,2011-02-13,1,0,2,0,0,0,2,9.02,11.365,64.0,12.998000000000001,1,11,12,,8.0
978,2011-02-13,1,0,2,0,0,0,2,9.84,11.365,60.0,15.001299999999999,12,35,47,,9.0
979,2011-02-13,1,0,2,0,0,0,1,12.299999999999999,13.635,45.0,22.0028,19,86,105,,10.0
980,2011-02-13,1,0,2,0,0,0,1,13.120000000000001,14.395,39.0,30.002599999999997,26,86,112,,11.0
981,2011-02-13,1,0,2,0,0,0,1,14.76,15.909999999999998,32.0,31.0009,58,94,152,,12.0
982,2011-02-13,1,0,2,0,0,0,1,15.58,19.695,28.999999999999996,23.9994,62,92,154,,13.0
983,2011-02-13,1,0,2,0,0,0,2,16.400000000000002,20.455000000000002,30.0,27.999299999999998,51,110,161,,14.0
984,2011-02-13,1,0,2,0,0,0,2,16.400000000000002,20.455000000000002,30.0,19.999499999999998,40,122,162,,15.0
985,2011-02-13,1,0,2,0,0,0,2,17.22,21.21,28.000000000000004,22.0028,28,106,134,,16.0
986,2011-02-13,1,0,2,0,0,0,1,17.22,21.21,28.000000000000004,22.0028,30,95,125,,17.0
987,2011-02-13,1,0,2,0,0,0,1,16.400000000000002,20.455000000000002,32.0,19.999499999999998,17,78,95,,18.0
988,2011-02-13,1,0,2,0,0,0,1,16.400000000000002,20.455000000000002,35.0,19.0012,11,50,61,,19.0
989,2011-02-13,1,0,2,0,0,0,1,16.400000000000002,20.455000000000002,35.0,22.0028,15,32,47,,20.0
990,2011-02-13,1,0,2,0,0,0,1,16.400000000000002,20.455000000000002,35.0,23.9994,6,45,51,,21.0
991,2011-02-13,1,0,2,0,0,0,1,16.400000000000002,20.455000000000002,35.0,19.999499999999998,5,31,36,,22.0
992,2011-02-13,1,0,2,0,0,0,1,16.400000000000002,20.455000000000002,35.0,23.9994,3,27,30,,23.0
993,2011-02-14,1,0,2,0,1,1,1,15.58,19.695,37.0,23.9994,3,8,11,,0.0
994,2011-02-14,1,0,2,0,1,1,1,15.58,19.695,37.0,23.9994,1,6,7,,1.0
995,2011-02-14,1,0,2,0,1,1,1,14.76,16.665,40.0,19.999499999999998,0,2,2,,2.0
996,2011-02-14,1,0,2,0,1,1,1,13.940000000000001,15.909999999999998,46.0,15.001299999999999,1,1,2,,3.0
997,2011-02-14,1,0,2,0,1,1,1,13.120000000000001,15.15,53.0,19.0012,0,2,2,,4.0
998,2011-02-14,1,0,2,0,1,1,1,13.120000000000001,15.15,53.0,19.0012,0,3,3,,5.0
999,2011-02-14,1,0,2,0,1,1,1,13.940000000000001,15.15,46.0,19.999499999999998,1,25,26,,6.0
1000,2011-02-14,1,0,2,0,1,1,1,13.940000000000001,15.15,46.0,19.999499999999998,2,96,98,,7.0
1001,2011-02-14,1,0,2,0,1,1,1,15.58,19.695,40.0,31.0009,7,249,256,,8.0
1002,2011-02-14,1,0,2,0,1,1,1,16.400000000000002,20.455000000000002,37.0,26.0027,8,122,130,,9.0
1003,2011-02-14,1,0,2,0,1,1,1,18.04,21.97,33.0,15.001299999999999,9,46,55,,10.0
1004,2011-02-14,1,0,2,0,1,1,1,21.32,25.0,23.0,16.997899999999998,10,43,53,,11.0
1005,2011-02-14,1,0,2,0,1,1,1,22.96,26.515,22.0,30.002599999999997,27,99,126,,12.0
1006,2011-02-14,1,0,2,0,1,1,1,23.779999999999998,27.275,19.0,26.0027,27,93,120,,13.0
1007,2011-02-14,1,0,2,0,1,1,1,24.599999999999998,29.544999999999998,15.0,32.9975,14,76,90,,14.0
1008,2011-02-14,1,0,2,0,1,1,1,22.96,26.515,21.0,43.9989,19,71,90,,15.0
1009,2011-02-14,1,0,2,0,1,1,1,21.32,25.0,27.0,31.0009,16,102,118,,16.0
1010,2011-02-14,1,0,2,0,1,1,1,18.86,22.725,33.0,40.9973,25,218,243,,17.0
1011,2011-02-14,1,0,2,0,1,1,1,16.400000000000002,20.455000000000002,40.0,40.9973,11,194,205,,18.0
1012,2011-02-14,1,0,2,0,1,1,1,15.58,19.695,43.0,32.9975,12,86,98,,19.0
1013,2011-02-14,1,0,2,0,1,1,1,14.76,15.909999999999998,46.0,31.0009,5,65,70,,20.0
1014,2011-02-14,1,0,2,0,1,1,1,14.76,15.909999999999998,50.0,35.0008,8,35,43,,21.0
1015,2011-02-14,1,0,2,0,1,1,1,13.940000000000001,14.395,46.0,43.9989,1,44,45,,22.0
1016,2011-02-14,1,0,2,0,1,1,1,13.120000000000001,14.395,49.0,32.9975,1,19,20,,23.0
1017,2011-02-15,1,0,2,0,2,1,1,12.299999999999999,13.635,49.0,27.999299999999998,7,12,19,,0.0
1018,2011-02-15,1,0,2,0,2,1,1,12.299999999999999,12.120000000000001,42.0,51.9987,0,5,5,,1.0
1019,2011-02-15,1,0,2,0,2,1,1,11.48,11.365,41.0,46.0022,1,2,3,,2.0
1020,2011-02-15,1,0,2,0,2,1,1,9.02,9.09,37.0,35.0008,0,1,1,,4.0
1021,2011-02-15,1,0,2,0,2,1,1,9.02,9.09,32.0,31.0009,0,4,4,,5.0
1022,2011-02-15,1,0,2,0,2,1,1,8.200000000000001,9.09,32.0,22.0028,0,30,30,,6.0
1023,2011-02-15,1,0,2,0,2,1,1,8.200000000000001,9.09,32.0,23.9994,2,103,105,,7.0
1024,2011-02-15,1,0,2,0,2,1,1,8.200000000000001,9.09,32.0,23.9994,10,213,223,,8.0
1025,2011-02-15,1,0,2,0,2,1,1,9.02,9.85,28.999999999999996,30.002599999999997,2,108,110,,9.0
1026,2011-02-15,1,0,2,0,2,1,1,9.84,10.605,27.0,19.0012,5,47,52,,10.0
1027,2011-02-15,1,0,2,0,2,1,1,10.66,12.120000000000001,25.0,16.997899999999998,11,46,57,,11.0
1028,2011-02-15,1,0,2,0,2,1,1,11.48,13.635,24.0,16.997899999999998,6,65,71,,12.0
1029,2011-02-15,1,0,2,0,2,1,1,13.120000000000001,15.15,21.0,15.001299999999999,14,68,82,,13.0
1030,2011-02-15,1,0,2,0,2,1,1,13.940000000000001,15.909999999999998,19.0,15.001299999999999,10,69,79,,14.0
1031,2011-02-15,1,0,2,0,2,1,1,13.940000000000001,16.665,19.0,11.0014,11,74,85,,15.0
1032,2011-02-15,1,0,2,0,2,1,1,13.940000000000001,15.909999999999998,19.0,16.997899999999998,21,77,98,,16.0
1033,2011-02-15,1,0,2,0,2,1,1,13.120000000000001,15.15,22.0,15.001299999999999,15,191,206,,17.0
1034,2011-02-15,1,0,2,0,2,1,1,12.299999999999999,15.15,22.0,8.9981,14,198,212,,18.0
1035,2011-02-15,1,0,2,0,2,1,1,11.48,14.395,26.0,8.9981,3,142,145,,19.0
1036,2011-02-15,1,0,2,0,2,1,1,10.66,13.635,33.0,7.0015,3,98,101,,20.0
1037,2011-02-15,1,0,2,0,2,1,1,9.84,14.395,52.0,0.0,5,61,66,,21.0
1038,2011-02-15,1,0,2,0,2,1,1,9.84,14.395,44.0,0.0,0,41,41,,22.0
1039,2011-02-15,1,0,2,0,2,1,2,9.02,12.879999999999999,44.0,6.0032,0,20,20,,23.0
1040,2011-02-16,1,0,2,0,3,1,1,9.02,12.879999999999999,41.0,6.0032,0,15,15,,0.0
1041,2011-02-16,1,0,2,0,3,1,1,8.200000000000001,11.365,44.0,6.0032,0,9,9,,1.0
1042,2011-02-16,1,0,2,0,3,1,2,8.200000000000001,9.85,47.0,12.998000000000001,0,1,1,,3.0
1043,2011-02-16,1,0,2,0,3,1,1,8.200000000000001,9.85,51.0,12.998000000000001,0,1,1,,4.0
1044,2011-02-16,1,0,2,0,3,1,1,8.200000000000001,9.85,47.0,12.998000000000001,0,5,5,,5.0
1045,2011-02-16,1,0,2,0,3,1,1,8.200000000000001,9.85,55.00000000000001,15.001299999999999,1,32,33,,6.0
1046,2011-02-16,1,0,2,0,3,1,2,8.200000000000001,9.85,55.00000000000001,15.001299999999999,5,103,108,,7.0
1047,2011-02-16,1,0,2,0,3,1,2,9.02,11.365,55.00000000000001,11.0014,6,224,230,,8.0
1048,2011-02-16,1,0,2,0,3,1,1,9.84,10.605,52.0,19.0012,2,122,124,,9.0
1049,2011-02-16,1,0,2,0,3,1,1,10.66,11.365,41.0,26.0027,14,55,69,,10.0
1050,2011-02-16,1,0,2,0,3,1,1,13.940000000000001,15.15,34.0,19.999499999999998,7,59,66,,11.0
1051,2011-02-16,1,0,2,0,3,1,1,15.58,19.695,32.0,22.0028,14,72,86,,12.0
1052,2011-02-16,1,0,2,0,3,1,1,17.22,21.21,30.0,23.9994,13,80,93,,13.0
1053,2011-02-16,1,0,2,0,3,1,1,18.86,22.725,28.000000000000004,27.999299999999998,17,65,82,,14.0
1054,2011-02-16,1,0,2,0,3,1,1,18.86,22.725,28.000000000000004,27.999299999999998,35,82,117,,15.0
1055,2011-02-16,1,0,2,0,3,1,1,18.86,22.725,31.0,26.0027,26,96,122,,16.0
1056,2011-02-16,1,0,2,0,3,1,1,18.86,22.725,28.000000000000004,19.0012,11,244,255,,17.0
1057,2011-02-16,1,0,2,0,3,1,1,16.400000000000002,20.455000000000002,40.0,15.001299999999999,20,202,222,,18.0
1058,2011-02-16,1,0,2,0,3,1,1,13.940000000000001,15.909999999999998,53.0,15.001299999999999,18,143,161,,19.0
1059,2011-02-16,1,0,2,0,3,1,1,15.58,19.695,43.0,12.998000000000001,10,108,118,,20.0
1060,2011-02-16,1,0,2,0,3,1,1,14.76,17.424999999999997,46.0,12.998000000000001,5,87,92,,21.0
1061,2011-02-16,1,0,2,0,3,1,1,13.940000000000001,16.665,53.0,12.998000000000001,12,61,73,,22.0
1062,2011-02-16,1,0,2,0,3,1,1,15.58,19.695,40.0,15.001299999999999,2,31,33,,23.0
1063,2011-02-17,1,0,2,0,4,1,1,13.940000000000001,16.665,53.0,12.998000000000001,1,16,17,,0.0
1064,2011-02-17,1,0,2,0,4,1,1,13.940000000000001,15.909999999999998,53.0,15.001299999999999,0,6,6,,1.0
1065,2011-02-17,1,0,2,0,4,1,2,13.940000000000001,15.909999999999998,53.0,15.001299999999999,2,4,6,,2.0
1066,2011-02-17,1,0,2,0,4,1,1,13.940000000000001,16.665,53.0,12.998000000000001,3,1,4,,3.0
1067,2011-02-17,1,0,2,0,4,1,1,13.120000000000001,15.909999999999998,56.99999999999999,12.998000000000001,3,1,4,,4.0
1068,2011-02-17,1,0,2,0,4,1,1,13.120000000000001,16.665,66.0,6.0032,1,11,12,,5.0
1069,2011-02-17,1,0,2,0,4,1,1,12.299999999999999,15.15,70.0,8.9981,3,44,47,,6.0
1070,2011-02-17,1,0,2,0,4,1,1,13.120000000000001,16.665,56.99999999999999,7.0015,7,119,126,,7.0
1071,2011-02-17,1,0,2,0,4,1,1,13.120000000000001,16.665,56.99999999999999,6.0032,18,267,285,,8.0
1072,2011-02-17,1,0,2,0,4,1,1,14.76,17.424999999999997,56.99999999999999,12.998000000000001,16,163,179,,9.0
1073,2011-02-17,1,0,2,0,4,1,1,15.58,19.695,54.0,12.998000000000001,18,70,88,,10.0
1074,2011-02-17,1,0,2,0,4,1,2,18.04,21.97,44.0,16.997899999999998,19,71,90,,11.0
1075,2011-02-17,1,0,2,0,4,1,1,19.68,23.485,41.0,15.001299999999999,15,86,101,,12.0
1076,2011-02-17,1,0,2,0,4,1,1,22.14,25.759999999999998,34.0,15.001299999999999,15,108,123,,13.0
1077,2011-02-17,1,0,2,0,4,1,1,24.599999999999998,31.06,31.0,15.001299999999999,26,55,81,,14.0
1078,2011-02-17,1,0,2,0,4,1,1,24.599999999999998,30.305,28.000000000000004,16.997899999999998,15,91,106,,15.0
1079,2011-02-17,1,0,2,0,4,1,2,22.96,26.515,35.0,19.999499999999998,29,117,146,,16.0
1080,2011-02-17,1,0,2,0,4,1,2,23.779999999999998,27.275,32.0,19.999499999999998,18,256,274,,17.0
1081,2011-02-17,1,0,2,0,4,1,2,22.14,25.759999999999998,42.0,19.0012,11,211,222,,18.0
1082,2011-02-17,1,0,2,0,4,1,1,19.68,23.485,55.00000000000001,22.0028,14,161,175,,19.0
1083,2011-02-17,1,0,2,0,4,1,1,19.68,23.485,59.0,22.0028,8,131,139,,20.0
1084,2011-02-17,1,0,2,0,4,1,1,21.32,25.0,55.00000000000001,26.0027,5,119,124,,21.0
1085,2011-02-17,1,0,2,0,4,1,1,20.5,24.240000000000002,59.0,19.0012,8,68,76,,22.0
1086,2011-02-17,1,0,2,0,4,1,1,18.86,22.725,67.0,19.999499999999998,4,40,44,,23.0
1087,2011-02-18,1,0,2,0,5,1,1,18.04,21.97,72.0,19.0012,12,20,32,,0.0
1088,2011-02-18,1,0,2,0,5,1,1,18.04,21.97,72.0,15.001299999999999,1,7,8,,1.0
1089,2011-02-18,1,0,2,0,5,1,1,18.04,21.97,72.0,19.0012,2,5,7,,2.0
1090,2011-02-18,1,0,2,0,5,1,1,18.86,22.725,67.0,16.997899999999998,2,6,8,,3.0
1091,2011-02-18,1,0,2,0,5,1,1,18.86,22.725,67.0,16.997899999999998,0,1,1,,4.0
1092,2011-02-18,1,0,2,0,5,1,2,18.86,22.725,67.0,7.0015,1,6,7,,5.0
1093,2011-02-18,1,0,2,0,5,1,2,18.04,21.97,72.0,11.0014,2,48,50,,6.0
1094,2011-02-18,1,0,2,0,5,1,2,17.22,21.21,77.0,15.001299999999999,8,108,116,,7.0
1095,2011-02-18,1,0,2,0,5,1,2,17.22,21.21,77.0,12.998000000000001,26,246,272,,8.0
1096,2011-02-18,1,0,2,0,5,1,2,17.22,21.21,77.0,12.998000000000001,15,154,169,,9.0
1097,2011-02-18,1,0,2,0,5,1,2,18.04,21.97,72.0,15.001299999999999,17,78,95,,10.0
1098,2011-02-18,1,0,2,0,5,1,1,18.04,21.97,72.0,11.0014,31,82,113,,11.0
1099,2011-02-18,1,0,2,0,5,1,1,20.5,24.240000000000002,59.0,12.998000000000001,59,126,185,,12.0
1100,2011-02-18,1,0,2,0,5,1,1,24.599999999999998,31.06,43.0,12.998000000000001,45,131,176,,13.0
1101,2011-02-18,1,0,2,0,5,1,1,27.060000000000002,31.06,36.0,19.999499999999998,73,118,191,,14.0
1102,2011-02-18,1,0,2,0,5,1,1,27.060000000000002,31.06,36.0,22.0028,55,117,172,,15.0
1103,2011-02-18,1,0,2,0,5,1,1,27.060000000000002,31.06,36.0,19.0012,68,164,232,,16.0
1104,2011-02-18,1,0,2,0,5,1,1,27.060000000000002,31.06,34.0,23.9994,52,275,327,,17.0
1105,2011-02-18,1,0,2,0,5,1,1,26.240000000000002,31.06,33.0,22.0028,29,195,224,,18.0
1106,2011-02-18,1,0,2,0,5,1,1,25.419999999999998,31.06,28.999999999999996,39.000699999999995,16,146,162,,19.0
1107,2011-02-18,1,0,2,0,5,1,1,24.599999999999998,31.06,31.0,12.998000000000001,19,105,124,,20.0
1108,2011-02-18,1,0,2,0,5,1,1,23.779999999999998,27.275,21.0,32.9975,11,61,72,,21.0
1109,2011-02-18,1,0,2,0,5,1,1,22.14,25.759999999999998,10.0,16.997899999999998,19,88,107,,22.0
1110,2011-02-18,1,0,2,0,5,1,1,21.32,25.0,8.0,19.0012,16,61,77,,23.0
1111,2011-02-19,1,0,2,0,6,0,1,19.68,23.485,12.0,32.9975,6,23,29,,0.0
1112,2011-02-19,1,0,2,0,6,0,1,18.86,22.725,14.000000000000002,27.999299999999998,10,21,31,,1.0
1113,2011-02-19,1,0,2,0,6,0,1,18.04,21.97,13.0,26.0027,3,14,17,,2.0
1114,2011-02-19,1,0,2,0,6,0,1,17.22,21.21,14.000000000000002,19.999499999999998,0,7,7,,3.0
1115,2011-02-19,1,0,2,0,6,0,1,16.400000000000002,20.455000000000002,15.0,22.0028,0,3,3,,4.0
1116,2011-02-19,1,0,2,0,6,0,1,16.400000000000002,20.455000000000002,15.0,22.0028,0,3,3,,5.0
1117,2011-02-19,1,0,2,0,6,0,1,16.400000000000002,20.455000000000002,17.0,27.999299999999998,3,3,6,,6.0
1118,2011-02-19,1,0,2,0,6,0,1,15.58,19.695,17.0,35.0008,6,16,22,,7.0
1119,2011-02-19,1,0,2,0,6,0,1,15.58,19.695,17.0,39.000699999999995,9,36,45,,8.0
1120,2011-02-19,1,0,2,0,6,0,1,16.400000000000002,20.455000000000002,16.0,43.9989,18,37,55,,9.0
1121,2011-02-19,1,0,2,0,6,0,1,17.22,21.21,16.0,39.000699999999995,34,72,106,,10.0
1122,2011-02-19,1,0,2,0,6,0,1,18.04,21.97,16.0,39.000699999999995,47,76,123,,11.0
1123,2011-02-19,1,0,2,0,6,0,1,18.04,21.97,18.0,32.9975,38,81,119,,12.0
1124,2011-02-19,1,0,2,0,6,0,1,18.04,21.97,16.0,40.9973,52,103,155,,13.0
1125,2011-02-19,1,0,2,0,6,0,1,18.86,22.725,15.0,43.9989,102,94,196,,14.0
1126,2011-02-19,1,0,2,0,6,0,1,18.04,21.97,16.0,50.0021,84,87,171,,15.0
1127,2011-02-19,1,0,2,0,6,0,1,18.04,21.97,16.0,43.000600000000006,39,81,120,,16.0
1128,2011-02-19,1,0,2,0,6,0,1,17.22,21.21,19.0,40.9973,36,91,127,,17.0
1129,2011-02-19,1,0,2,0,6,0,1,14.76,15.909999999999998,25.0,30.002599999999997,21,67,88,,18.0
1130,2011-02-19,1,0,2,0,6,0,1,13.940000000000001,15.15,28.999999999999996,23.9994,5,54,59,,19.0
1131,2011-02-19,1,0,2,0,6,0,1,13.120000000000001,14.395,28.000000000000004,35.0008,9,38,47,,20.0
1132,2011-02-19,1,0,2,0,6,0,1,13.120000000000001,13.635,26.0,36.9974,4,29,33,,21.0
1133,2011-02-19,1,0,2,0,6,0,1,12.299999999999999,12.879999999999999,28.000000000000004,32.9975,2,42,44,,22.0
1134,2011-02-19,1,0,2,0,6,0,1,11.48,12.120000000000001,33.0,30.002599999999997,4,25,29,,23.0
1135,2011-02-20,1,0,2,0,0,0,1,10.66,10.605,35.0,30.002599999999997,3,14,17,,0.0
1136,2011-02-20,1,0,2,0,0,0,1,9.84,9.85,41.0,31.0009,5,11,16,,1.0
1137,2011-02-20,1,0,2,0,0,0,1,9.84,9.85,41.0,36.9974,0,17,17,,2.0
1138,2011-02-20,1,0,2,0,0,0,1,9.02,9.09,44.0,36.9974,9,9,18,,3.0
1139,2011-02-20,1,0,2,0,0,0,1,9.02,9.09,44.0,36.9974,0,1,1,,4.0
1140,2011-02-20,1,0,2,0,0,0,1,8.200000000000001,9.09,47.0,19.999499999999998,1,1,2,,6.0
1141,2011-02-20,1,0,2,0,0,0,1,7.38,8.334999999999999,51.0,16.997899999999998,0,2,2,,7.0
1142,2011-02-20,1,0,2,0,0,0,1,8.200000000000001,11.365,51.0,7.0015,2,22,24,,8.0
1143,2011-02-20,1,0,2,0,0,0,1,9.02,10.605,47.0,19.0012,7,48,55,,9.0
1144,2011-02-20,1,0,2,0,0,0,2,10.66,12.879999999999999,41.0,12.998000000000001,34,70,104,,10.0
1145,2011-02-20,1,0,2,0,0,0,2,12.299999999999999,15.15,33.0,11.0014,72,89,161,,11.0
1146,2011-02-20,1,0,2,0,0,0,1,12.299999999999999,15.909999999999998,33.0,7.0015,62,120,182,,12.0
1147,2011-02-20,1,0,2,0,0,0,1,13.940000000000001,16.665,28.999999999999996,0.0,76,122,198,,13.0
1148,2011-02-20,1,0,2,0,0,0,1,14.76,17.424999999999997,27.0,11.0014,108,104,212,,14.0
1149,2011-02-20,1,0,2,0,0,0,1,14.76,18.18,27.0,6.0032,66,102,168,,15.0
1150,2011-02-20,1,0,2,0,0,0,1,14.76,18.18,28.999999999999996,6.0032,59,88,147,,16.0
1151,2011-02-20,1,0,2,0,0,0,1,13.940000000000001,17.424999999999997,33.0,11.0014,60,86,146,,17.0
1152,2011-02-20,1,0,2,0,0,0,2,13.940000000000001,16.665,36.0,8.9981,30,71,101,,18.0
1153,2011-02-20,1,0,2,0,0,0,2,13.940000000000001,16.665,36.0,8.9981,3,39,42,,19.0
1154,2011-02-20,1,0,2,0,0,0,2,13.940000000000001,18.18,42.0,0.0,12,30,42,,20.0
1155,2011-02-20,1,0,2,0,0,0,2,13.120000000000001,17.424999999999997,53.0,0.0,17,39,56,,21.0
1156,2011-02-20,1,0,2,0,0,0,2,13.120000000000001,15.15,56.99999999999999,15.001299999999999,4,43,47,,22.0
1157,2011-02-20,1,0,2,0,0,0,2,12.299999999999999,15.15,61.0,11.0014,9,45,54,,23.0
1158,2011-02-21,1,0,2,1,1,0,2,13.940000000000001,15.15,42.0,22.0028,7,30,37,,0.0
1159,2011-02-21,1,0,2,1,1,0,2,13.940000000000001,15.15,42.0,22.0028,2,11,13,,1.0
1160,2011-02-21,1,0,2,1,1,0,2,13.940000000000001,15.15,42.0,22.0028,1,3,4,,2.0
1161,2011-02-21,1,0,2,1,1,0,2,13.940000000000001,15.15,42.0,19.999499999999998,2,3,5,,3.0
1162,2011-02-21,1,0,2,1,1,0,1,13.120000000000001,15.909999999999998,45.0,11.0014,1,0,1,,4.0
1163,2011-02-21,1,0,2,1,1,0,2,13.940000000000001,18.18,36.0,0.0,1,2,3,,5.0
1164,2011-02-21,1,0,2,1,1,0,2,17.22,21.21,26.0,19.999499999999998,2,6,8,,6.0
1165,2011-02-21,1,0,2,1,1,0,2,17.22,21.21,26.0,19.0012,3,16,19,,7.0
1166,2011-02-21,1,0,2,1,1,0,2,13.120000000000001,15.15,56.99999999999999,19.999499999999998,7,56,63,,8.0
1167,2011-02-21,1,0,2,1,1,0,2,13.120000000000001,15.15,56.99999999999999,19.0012,11,46,57,,9.0
1168,2011-02-21,1,0,2,1,1,0,2,13.120000000000001,15.15,56.99999999999999,16.997899999999998,29,52,81,,10.0
1169,2011-02-21,1,0,2,1,1,0,2,13.120000000000001,16.665,56.99999999999999,7.0015,20,70,90,,11.0
1170,2011-02-21,1,0,2,1,1,0,2,13.120000000000001,15.909999999999998,66.0,12.998000000000001,26,67,93,,12.0
1171,2011-02-21,1,0,2,1,1,0,3,12.299999999999999,13.635,81.0,22.0028,28,75,103,,13.0
1172,2011-02-21,1,0,2,1,1,0,2,13.120000000000001,15.15,76.0,16.997899999999998,15,101,116,,14.0
1173,2011-02-21,1,0,2,1,1,0,2,12.299999999999999,13.635,70.0,30.002599999999997,11,76,87,,15.0
1174,2011-02-21,1,0,2,1,1,0,3,11.48,12.120000000000001,75.0,27.999299999999998,8,48,56,,16.0
1175,2011-02-21,1,0,2,1,1,0,2,11.48,12.879999999999999,75.0,26.0027,18,62,80,,17.0
1176,2011-02-21,1,0,2,1,1,0,2,9.84,10.605,87.0,23.9994,2,64,66,,18.0
1177,2011-02-21,1,0,2,1,1,0,2,9.84,10.605,87.0,23.9994,0,49,49,,19.0
1178,2011-02-21,1,0,2,1,1,0,3,9.84,10.605,81.0,26.0027,0,29,29,,20.0
1179,2011-02-21,1,0,2,1,1,0,3,9.02,9.85,75.0,30.002599999999997,1,33,34,,21.0
1180,2011-02-21,1,0,2,1,1,0,3,8.200000000000001,8.334999999999999,75.0,27.999299999999998,0,11,11,,22.0
1181,2011-02-21,1,0,2,1,1,0,3,8.200000000000001,8.334999999999999,75.0,27.999299999999998,0,2,2,,23.0
1182,2011-02-22,1,0,2,0,2,1,2,4.92,6.0600000000000005,80.0,19.0012,0,7,7,,6.0
1183,2011-02-22,1,0,2,0,2,1,2,4.92,6.0600000000000005,80.0,19.0012,0,40,40,,7.0
1184,2011-02-22,1,0,2,0,2,1,2,4.92,6.0600000000000005,80.0,16.997899999999998,7,107,114,,8.0
1185,2011-02-22,1,0,2,0,2,1,2,5.74,6.0600000000000005,74.0,16.997899999999998,5,101,106,,9.0
1186,2011-02-22,1,0,2,0,2,1,1,6.5600000000000005,9.09,69.0,0.0,0,44,44,,10.0
1187,2011-02-22,1,0,2,0,2,1,1,6.5600000000000005,11.365,64.0,0.0,7,43,50,,11.0
1188,2011-02-22,1,0,2,0,2,1,1,8.200000000000001,11.365,59.0,7.0015,7,48,55,,12.0
1189,2011-02-22,1,0,2,0,2,1,1,9.02,11.365,55.00000000000001,11.0014,3,52,55,,13.0
1190,2011-02-22,1,0,2,0,2,1,1,9.02,11.365,55.00000000000001,12.998000000000001,9,49,58,,14.0
1191,2011-02-22,1,0,2,0,2,1,1,9.84,11.365,48.0,12.998000000000001,2,67,69,,15.0
1192,2011-02-22,1,0,2,0,2,1,1,9.02,11.365,51.0,11.0014,7,79,86,,16.0
1193,2011-02-22,1,0,2,0,2,1,1,9.02,10.605,51.0,15.001299999999999,8,188,196,,17.0
1194,2011-02-22,1,0,2,0,2,1,1,9.02,11.365,47.0,8.9981,6,161,167,,18.0
1195,2011-02-22,1,0,2,0,2,1,1,8.200000000000001,9.09,47.0,19.0012,4,114,118,,19.0
1196,2011-02-22,1,0,2,0,2,1,1,8.200000000000001,9.85,47.0,15.001299999999999,3,102,105,,20.0
1197,2011-02-22,1,0,2,0,2,1,1,8.200000000000001,9.85,47.0,16.997899999999998,2,80,82,,21.0
1198,2011-02-22,1,0,2,0,2,1,1,6.5600000000000005,7.575,43.0,16.997899999999998,1,76,77,,22.0
1199,2011-02-22,1,0,2,0,2,1,1,6.5600000000000005,7.575,43.0,16.997899999999998,3,18,21,,23.0
1200,2011-02-23,1,0,2,0,3,1,1,5.74,6.819999999999999,50.0,12.998000000000001,0,6,6,,0.0
1201,2011-02-23,1,0,2,0,3,1,1,5.74,7.575,46.0,11.0014,0,4,4,,1.0
